x,y
1702.000000,8226.000000
1704.000000,4724.000000
1706.000000,7853.000000
1708.000000,7452.000000
1710.000000,6584.000000
1712.000000,8878.000000
1714.000000,4697.000000
1716.000000,7213.000000
1718.000000,5387.000000
1720.000000,4382.000000
1722.000000,7122.000000
1724.000000,8436.000000
1726.000000,7012.000000
1728.000000,8429.000000
1730.000000,5255.000000
1732.000000,7339.000000
1734.000000,5105.000000
1736.000000,5684.000000
1738.000000,4331.000000
1740.000000,7749.000000
1742.000000,9004.000000
1744.000000,7990.000000
1746.000000,8031.000000
1748.000000,6959.000000
1750.000000,5661.000000
1752.000000,5477.000000
1754.000000,5686.000000
1756.000000,9073.000000
1758.000000,5412.000000
1760.000000,6948.000000
1762.000000,5288.000000
1764.000000,6435.000000
1766.000000,4978.000000
1768.000000,6147.000000
1770.000000,8239.000000
1772.000000,8337.000000
1774.000000,8794.000000
1776.000000,6979.000000
1778.000000,8369.000000
1780.000000,7823.000000
1782.000000,4499.000000
1784.000000,5014.000000
1786.000000,5453.000000
1788.000000,5522.000000
1790.000000,5142.000000
1792.000000,5468.000000
1794.000000,5672.000000
1796.000000,9055.000000
1798.000000,6032.000000
1800.000000,5787.000000
1802.000000,6325.000000
1804.000000,5816.000000
1806.000000,8094.000000
1808.000000,6108.000000
1810.000000,4935.000000
1812.000000,7399.000000
1814.000000,6092.000000
1816.000000,6132.000000
1818.000000,4661.000000
1820.000000,8657.000000
1822.000000,6612.000000
1824.000000,4713.000000
1826.000000,8852.000000
1828.000000,5737.000000
1830.000000,7401.000000
1832.000000,7642.000000
1834.000000,5335.000000
1836.000000,9137.000000
1838.000000,7665.000000
1840.000000,7048.000000
1842.000000,8688.000000
1844.000000,7130.000000
1846.000000,4454.000000
1848.000000,6762.000000
1850.000000,8391.000000
1852.000000,8033.000000
1854.000000,7217.000000
1856.000000,4401.000000
1858.000000,7951.000000
1860.000000,6608.000000
1862.000000,7661.000000
1864.000000,8131.000000
1866.000000,8391.000000
1868.000000,4514.000000
1870.000000,8270.000000
1872.000000,7210.000000
1874.000000,4755.000000
1876.000000,5635.000000
1878.000000,5046.000000
1880.000000,7203.000000
1882.000000,7088.000000
1884.000000,4729.000000
1886.000000,9330.000000
1888.000000,5644.000000
1890.000000,5968.000000
1892.000000,5896.000000
1894.000000,4605.000000
1896.000000,7037.000000
1898.000000,5679.000000
1900.000000,6444.000000
1902.000000,9141.000000
1904.000000,9002.000000
1906.000000,5013.000000
1908.000000,7369.000000
1910.000000,6209.000000
1912.000000,8010.000000
1914.000000,7033.000000
1916.000000,5721.000000
1918.000000,6884.000000
1920.000000,8701.000000
1922.000000,8045.000000
1924.000000,5420.000000
1926.000000,5213.000000
1928.000000,6281.000000
1930.000000,8743.000000
1932.000000,7857.000000
1934.000000,7606.000000
1936.000000,5143.000000
1938.000000,4835.000000
1940.000000,8822.000000
1942.000000,6545.000000
1944.000000,6883.000000
1946.000000,6749.000000
1948.000000,7027.000000
1950.000000,5811.000000
1952.000000,5611.000000
1954.000000,8953.000000
1956.000000,9001.000000
1958.000000,7477.000000
1960.000000,6287.000000
1962.000000,7456.000000
1964.000000,7808.000000
1966.000000,8940.000000
1968.000000,4905.000000
1970.000000,7166.000000
1972.000000,6615.000000
1974.000000,7561.000000
1976.000000,7271.000000
1978.000000,5608.000000
1980.000000,5003.000000
1982.000000,4532.000000
1984.000000,4780.000000
1986.000000,6100.000000
1988.000000,8387.000000
1990.000000,6168.000000
1992.000000,7591.000000
1994.000000,9460.000000
1996.000000,7737.000000
1998.000000,7198.000000
2000.000000,5662.000000
2002.000000,8202.000000
2004.000000,8950.000000
2006.000000,8806.000000
2008.000000,7494.000000
2010.000000,7785.000000
2012.000000,9088.000000
2014.000000,6681.000000
2016.000000,5966.000000
2018.000000,7679.000000
2020.000000,5998.000000
2022.000000,7633.000000
2024.000000,4762.000000
2026.000000,9501.000000
2028.000000,5563.000000
2030.000000,7568.000000
2032.000000,6271.000000
2034.000000,8124.000000
2036.000000,4676.000000
2038.000000,4873.000000
2040.000000,9177.000000
2042.000000,4981.000000
2044.000000,6207.000000
2046.000000,7178.000000
2048.000000,5782.000000
2050.000000,7266.000000
2052.000000,8458.000000
2054.000000,7164.000000
2056.000000,9217.000000
2058.000000,5294.000000
2060.000000,6645.000000
2062.000000,5964.000000
2064.000000,7556.000000
2066.000000,4749.000000
2068.000000,4887.000000
2070.000000,6185.000000
2072.000000,5064.000000
2074.000000,5425.000000
2076.000000,6433.000000
2078.000000,4777.000000
2080.000000,8127.000000
2082.000000,7790.000000
2084.000000,5455.000000
2086.000000,4897.000000
2088.000000,6622.000000
2090.000000,6906.000000
2092.000000,5606.000000
2094.000000,8943.000000
2096.000000,7587.000000
2098.000000,4714.000000
2100.000000,9099.000000
2102.000000,6868.000000
2104.000000,4895.000000
2106.000000,5138.000000
2108.000000,9602.000000
2110.000000,8943.000000
2112.000000,7689.000000
2114.000000,4749.000000
2116.000000,6229.000000
2118.000000,6938.000000
2120.000000,5116.000000
2122.000000,7478.000000
2124.000000,6254.000000
2126.000000,6879.000000
2128.000000,7518.000000
2130.000000,5005.000000
2132.000000,4919.000000
2134.000000,6140.000000
2136.000000,7246.000000
2138.000000,7448.000000
2140.000000,5849.000000
2142.000000,9207.000000
2144.000000,8774.000000
2146.000000,6870.000000
2148.000000,9560.000000
2150.000000,7542.000000
2152.000000,5825.000000
2154.000000,8708.000000
2156.000000,6913.000000
2158.000000,5909.000000
2160.000000,9439.000000
2162.000000,5376.000000
2164.000000,7228.000000
2166.000000,9527.000000
2168.000000,7911.000000
2170.000000,7744.000000
2172.000000,7021.000000
2174.000000,7564.000000
2176.000000,9234.000000
2178.000000,6560.000000
2180.000000,5825.000000
2182.000000,6801.000000
2184.000000,6053.000000
2186.000000,6910.000000
2188.000000,7827.000000
2190.000000,7364.000000
2192.000000,6620.000000
2194.000000,9063.000000
2196.000000,6199.000000
2198.000000,6699.000000
2200.000000,7290.000000
2202.000000,5012.000000
2204.000000,5862.000000
2206.000000,5299.000000
2208.000000,5202.000000
2210.000000,9163.000000
2212.000000,4879.000000
2214.000000,8911.000000
2216.000000,7253.000000
2218.000000,5287.000000
2220.000000,7173.000000
2222.000000,7720.000000
2224.000000,5176.000000
2226.000000,9619.000000
2228.000000,7994.000000
2230.000000,7037.000000
2232.000000,9052.000000
2234.000000,6049.000000
2236.000000,8857.000000
2238.000000,6384.000000
2240.000000,9448.000000
2242.000000,5963.000000
2244.000000,9531.000000
2246.000000,7301.000000
2248.000000,7572.000000
2250.000000,9720.000000
2252.000000,8608.000000
2254.000000,6324.000000
2256.000000,5046.000000
2258.000000,4979.000000
2260.000000,8826.000000
2262.000000,6823.000000
2264.000000,6686.000000
2266.000000,7383.000000
2268.000000,9230.000000
2270.000000,6801.000000
2272.000000,7795.000000
2274.000000,5249.000000
2276.000000,6457.000000
2278.000000,5503.000000
2280.000000,6005.000000
2282.000000,6678.000000
2284.000000,6136.000000
2286.000000,5865.000000
2288.000000,7958.000000
2290.000000,8790.000000
2292.000000,5835.000000
2294.000000,9277.000000
2296.000000,8526.000000
2298.000000,7481.000000
2300.000000,9651.000000
2302.000000,7627.000000
2304.000000,5893.000000
2306.000000,9096.000000
2308.000000,9119.000000
2310.000000,6377.000000
2312.000000,6448.000000
2314.000000,9015.000000
2316.000000,7280.000000
2318.000000,5078.000000
2320.000000,8711.000000
2322.000000,6956.000000
2324.000000,6225.000000
2326.000000,6494.000000
2328.000000,6664.000000
2330.000000,8805.000000
2332.000000,5026.000000
2334.000000,8469.000000
2336.000000,9201.000000
2338.000000,6268.000000
2340.000000,8125.000000
2342.000000,6002.000000
2344.000000,7955.000000
2346.000000,5222.000000
2348.000000,9683.000000
2350.000000,7901.000000
2352.000000,6771.000000
2354.000000,5007.000000
2356.000000,9145.000000
2358.000000,7877.000000
2360.000000,9101.000000
2362.000000,7386.000000
2364.000000,4904.000000
2366.000000,9463.000000
2368.000000,6922.000000
2370.000000,8533.000000
2372.000000,5628.000000
2374.000000,8951.000000
2376.000000,9425.000000
2378.000000,8769.000000
2380.000000,8667.000000
2382.000000,6909.000000
2384.000000,8395.000000
2386.000000,7714.000000
2388.000000,7813.000000
2390.000000,6615.000000
2392.000000,8414.000000
2394.000000,5699.000000
2396.000000,4904.000000
2398.000000,7709.000000
2400.000000,7633.000000
2402.000000,7657.000000
2404.000000,8378.000000
2406.000000,9545.000000
2408.000000,9630.000000
2410.000000,9428.000000
2412.000000,7934.000000
